시도,지역,기관유형,기관명,주소,대표전화,홈페이지,모집영역
서울,남부,영재학급,서울세곡초영재학급,"서울 구로구 고척로33길 34 (고척동, 세곡초등학교) 세곡초등학교",02-2613-5275,https://segok.sen.es.kr/,"수.과학,"
서울,남부,교육청영재교육원,서울남부영재교육원(경인중),"서울 구로구 경인로 301 (개봉동, 경인중학교) 경인중학교",02-2612-3471,http://kyeongin.sen.ms.kr/index.do,"수학,"
서울,남부,교육청영재교육원,서울남부영재교육원(고원초),"서울 구로구 경인로46길 13 (고척동, 서울고원초등학교) ",02-2066-0960,http://gowon.sen.es.kr,"발명,"
서울,남부,교육청영재교육원,서울남부영재교육원(구일중),"서울 구로구 구일로 90-133 (구로동, 구일중학교) ",02-2107-9146,https://guil.sen.ms.kr/,"발명,"
서울,남부,교육청영재교육원,서울남부영재교육원(문래중),서울특별시 영등포구 선유서로13길 6 문래동6가 문래중학교 (구)문래동6가 44번지,02-6712-0707,http://mullae.ms.kr,"융합,"
서울,남부,교육청영재교육원,서울남부영재교육원(서울금동초),"서울 금천구 금하로30길 53 (시흥동, 서울금동초등학교) 서울금동초등학교",02-809-2125,https://geumdong.sen.es.kr/,"수.과학,"
서울,남부,교육청영재교육원,서울남부영재교육원(서울대방초),"서울 영등포구 여의대방로35길 14 (신길동, 대방초등학교) 서울대방초등학교",02-833-2860,http://daebang.sen.es.kr,"수학,"
서울,남부,교육청영재교육원,서울남부영재교육원(서울문래초),서울특별시 영등포구 문래로 104 문래동3가 문래초등학교 서울문래초등학교,02-2677-6861,mullae.sen.es.kr,"수.과학,"
서울,남부,교육청영재교육원,서울남부영재교육원(서울신도림초),서울특별시 구로구 신도림로19길 44 신도림동 신도림초등학교 서울신도림초등학교,02-2677-2645,http://www.sindorim.es.kr/,"과학,"
서울,북부,영재학급,대진여고영재학급,서울특별시 노원구 공릉로 438 중계동 대진여자고등학교 대진여자고등학교,02-979-2327,http://www.daejinw.hs.kr,"수.과학,인문사회,"
서울,북부,영재학급,동북초영재학급(단위학교),서울특별시 도봉구 시루봉로 53 쌍문동 동북초등학교 동북초등학교,02-993-1233,https://dongbuk.sen.es.kr/,"정보과학,수.과학,"
서울,북부,영재학급,불암중영재학급,서울특별시 노원구 한글비석로5길 45 하계동 불암중학교 ,02-948-2437,http://www.bulam.ms.kr/,"수.과학,"
서울,북부,영재학급,상계제일중영재학급,서울특별시 노원구 덕릉로86길 29 -15 중계동 상계제일중학교 132번지,02-930-3543,http://sanggyejeil.ms.kr,"과학,"
서울,북부,영재학급,상명초영재학급,"서울 노원구 덕릉로 541 (중계동, 상명초등학교) ",02-3788-3300,https://smcho.sen.es.kr/,"정보과학,"
서울,북부,영재학급,서울자운초영재학급,서울특별시 도봉구 마들로13길 166 창동 자운초등학교 서울자운초등학교,02-908-0385,http://www.jawoon.es.kr,"수학,"
서울,북부,영재학급,선덕중영재학급,"서울 도봉구 시루봉로 53 (쌍문동, 선덕중학교) 선덕중학교",02-993-4112,http://sunduck.sen.ms.kr,"과학,"
서울,북부,영재학급,영신여고영재학급,서울특별시 노원구 중계로16나길 13 중계동 영신여자고등학교 영신여자실업고등학교 영신여자고등학교,02-930-8451,http://www.ys.hs.kr,"정보과학,수.과학,인문사회,"
서울,북부,영재학급,용원초영재학급,서울특별시 노원구 섬밭로 144 공릉동 서울용원초등학교 서울용원초등학교,02-948-5302,https://yong1.sen.es.kr/,"수.과학,"
서울,북부,영재학급,용화여고영재학급,서울특별시 노원구 동일로 1461 상계동 용화여자고등학교 용화여자고등학교,02-933-4335,www.yonghwa.hs.kr,"정보과학,인문사회,"
서울,북부,영재학급,을지중영재학급,서울특별시 노원구 덕릉로 580 중계동 을지중학교 을지중학교,02-938-7082,www.eulji.ms.kr,"과학,"
서울,북부,영재학급,청원고영재학급,서울특별시 노원구 한글비석로 506 상계동 청원초 중 고등학교 641번지,02-3399-7771,www.cheongwon.hs.kr,"융합,"
서울,북부,영재학급,청원여고영재학급,서울특별시 노원구 한글비석로 506 상계동 청원초 중 고등학교 청원여자고등학교,02-3399-7801,http://www.cheongwon-gh.hs.kr/index/index.do,"과학,정보과학,인문사회,"
서울,북부,영재학급,한천중영재학급,"서울 노원구 공릉로 265 (공릉동, 한천중학교) 과학정보부",02-948-5554,http://hancheon.ms.kr,"수.과학,"
서울,북부,영재학급,화랑초영재학급,"서울 노원구 화랑로 621 (공릉동, 서울여자대학교) 화랑초등학교",02-972-2261,https://hwarang-s.sen.es.kr/,"정보과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(노원중),서울특별시 노원구 동일로213길 26 상계동 노원중학교 노원중학교,02-3391-6921,http://www.nowon.ms.kr,"수학,"
서울,북부,교육청영재교육원,서울북부영재교육원(상경중),서울특별시 노원구 동일로227길 61 상계동 상경중학교 상경중학교,070-4393-3550,http://www.sanggyung.ms.kr/,"과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(서울누원초),"서울 도봉구 마들로 859-44 (도봉동, 서울누원초등학교) ",02-952-5162,https://nuwon.sen.es.kr/,"과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(서울당현초),서울특별시 노원구 동일로213길 52 상계동 당현초등학교 서울당현초등학교,02-932-0605,http://www.danghyeon.es.kr/index/index.do,"수.과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(서울상수초),서울특별시 노원구 동일로216길 66 상계동 상수초등학교 영재교육원,02-932-1442,www.sangsoo.sen.es.kr,"수.과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(서울수암초),서울특별시 노원구 중계로12길 9 중계동 수암초등학교 서울수암초등학교,02-3392-4277,http://www.suam.es.kr,"미술,"
서울,북부,교육청영재교육원,서울북부영재교육원(서울창일초),서울특별시 도봉구 노해로66길 84 창동 창일초등학교 서울창일초등학교,02-996-9167,http://changil.sen.es.kr,"정보과학,"
서울,북부,교육청영재교육원,서울북부영재교육원(온곡초),"서울 노원구 한글비석로52길 59 (상계동, 온곡초등학교) 온곡초등학교",02-937-7136,http://ongok.sen.es.kr,"수학,"
서울,북부,교육청영재교육원,서울북부영재교육원(을지중),서울특별시 노원구 덕릉로 580 중계동 을지중학교 을지중학교,02-938-4719,http://www.eulji.ms.kr,"미술,"
서울,북부,교육청영재교육원,서울북부영재교육원(창일중),서울특별시 도봉구 노해로66길 60 창동 창일중학교 369번지 창일중학교,02-994-5934,www.changil.ms.kr,"정보과학,"
서울,중부,영재학급,상명대부속초영재학급,"서울 종로구 홍지문2길 1 (홍지동, 상명사대부속초등학교) ",02-379-8033,https://sangmyung-ae.sen.es.kr/index.do,"수학,"
서울,중부,영재학급,서울사대부초영재학급,서울특별시 종로구 대학로 64 이화동 서울사대부속초등학교 서울대학교사범대학부설초등학교,02-768-1500,https://snu.sen.es.kr/,"수.과학,"
서울,중부,영재학급,환일고영재학급,서울특별시 중구 환일길 47 만리동2가 환일중고등학교 환일고등학교,02-390-7113,http://hwanil.hs.kr,"과학,정보과학,수학,"
서울,중부,영재학급,환일중영재학급,서울특별시 중구 환일길 47 만리동2가 환일중고등학교 환일중학교,02-309-7211,http://www.hwanil.ms.kr,"융합,"
서울,중부,교육청영재교육원,서울중부영재교육원(서울교동초),서울특별시 종로구 삼일대로 446 경운동 서울교동초등학교 경운동 2,02-765-2884,http://kyodong.sen.es.kr,"수학,"
서울,중부,교육청영재교육원,서울중부영재교육원(서울금양초),"서울 용산구 효창원로 137 (효창동, 금양초등학교) ",02-704-2901,www.keumyang.es.kr,"수.과학,"
서울,중부,교육청영재교육원,서울중부영재교육원(서울신용산초),"서울 용산구 이촌로 255 (이촌동, 신용산초등학교) 서울신용산초등학교",02-793-2807,sys.sen.es.kr,"과학,"
서울,중부,교육청영재교육원,서울중부영재교육원(서울이태원초),서울특별시 용산구 녹사평대로40길 19 이태원동 이태원초등학교 서울이태원초등학교,02-795-2809,www.itaewon.es.kr,"융합,"
서울,중부,교육청영재교육원,서울중부영재교육원(서울충무초),"서울 중구 퇴계로50길 13 (장충동2가, 충무초등학교) 서울충무초등학교",02-2279-4697,http://seoulchungmu.sen.es.kr/,"정보과학,"
서울,중부,교육청영재교육원,서울중부영재교육원(선린중),서울특별시 용산구 원효로97길 33 -4 청파동3가 선린중학교 선린중학교,070-8686-6400,"http://www.sunrin.sen.ms,kr","융합,"
서울,중부,교육청영재교육원,서울중부영재교육원(용강중),서울특별시 용산구 이촌로65가길 91 이촌동 용강중학교 301-78,02-790-1857,http://yonggang.sen.ms.kr/,"음악,"
서울,강동송파,영재학급,덕수고영재학급,"서울 송파구 위례북로 10 (거여동, 덕수고등학교) 덕수고등학교",02-6952-2801,https://duksoowr.sen.hs.kr/,"수.과학,"
서울,강동송파,영재학급,서울묘곡초영재학급,서울특별시 강동구 동남로79길 46 고덕동 서울묘곡초등학교 498번지 서울묘곡초등학교,02-427-4167,http://myogok.es.kr/,"수.과학,"
서울,강동송파,영재학급,서울세륜초영재학급,"서울 송파구 양재대로 1264 (방이동, 세륜초등학교) 서울세륜초등학교",02-443-9561,http://www.seryun.es.kr/,"수.과학,"
서울,강동송파,영재학급,서울잠동초영재학급,서울특별시 송파구 올림픽로35길 122 신천동 잠동초등학교 서울잠동초등학교,02-419-5464,www.jamdong.es.kr,"수.과학,"
서울,강동송파,영재학급,서울잠신초영재학급,"서울 송파구 잠실로 32 (잠실동, 서울잠신초등학교) 서울잠신초등학교 4층 과학1실",02-412-3286,http://jamshin.es.kr/,"융합,"
서울,강동송파,영재학급,서울토성초영재학급,서울특별시 송파구 풍성로20길 44 풍납동 토성초등학교 서울토성초등학교,02-475-5036,http://www.stosung.es.kr,"수.과학,"
서울,강동송파,영재학급,성덕고영재학급,"서울 강동구 구천면로 396 (천호동, 성덕고등학교,성덕여자중학교) 성덕고등학교",02-2045-5452,http://www.ssd.hs.kr,"융합,"
서울,강동송파,영재학급,잠일고영재학급,서울특별시 송파구 백제고분로 21 잠실동 잠일고등학교 21,02-2141-2000,https://jamil.sen.hs.kr/,"수.과학,인문사회,"
서울,강동송파,영재학급,한영고영재학급,"서울 강동구 동남로 832 (상일동, 한영중.고등학교) 166 한영고등학교",02-6954-1509,http://hanyoung.hs.kr,"수학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울가락초),"서울 송파구 송파대로37길 45 (가락동, 가락초등학교) ",02-3402-1161,https://garak.sen.es.kr/,"수.과학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울강동초),서울특별시 강동구 상암로14길 77 천호동 서울강동초등학교 서울강동초등학교,02-489-3211,gangdong.sen.es.kr,"과학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울문현초),"서울 송파구 충민로 137 (장지동, 문현초등학교) 서울문현초등학교",02-402-9170,www.s-mh.es.kr,"과학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울성내초),"서울 강동구 성내로3길 19 (성내동, 서울성내초등학교) 서울성내초등학교",02-470-6354,http://seongnae.sen.es.kr,"수학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울신명초),서울특별시 강동구 명일로24길 33 길동 서울신명초등학교 강동송파영재교육원,02-489-4073,http://www.shinmyung.es.kr,"수학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울잠일초),"서울 송파구 올림픽로 95 (잠실동, 서울잠일초등학교) ",02-413-2853,www.jamil.es.kr,"미술,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울중대초),서울특별시 송파구 송파대로36길 5 -11 송파동 191 서울중대초등학교,02-422-7236,http://www.joongdae.es.kr,"수학,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울체육중),서울특별시 송파구 강동대로 232 방이동 서울체육중고등학교 서울체육중학교,02-2140-9945,http://www.cheyuk.ms.kr,"체육,"
서울,강동송파,교육청영재교육원,서울강동송파영재교육원(서울토성초),서울특별시 송파구 풍성로20길 44 풍납동 토성초등학교 서울토성초등학교,02-475-5036,http://www.stosung.es.kr,"과학,"
